"path","bytes","lines","sha256","assessment","","","","","","","","","","","","","","",""
"CodeBase/modules/braille/README.md","19439","477","e0360908010bb19429316a083369e3bd20408f70c800b2b4a6c500a0f826a3a0","Detailed wiring/alphabet guide; angle, home and timing descriptions diverge from calibrated firmware.","","","","","","","","","","","","","","",""
"CodeBase/modules/braille/firmware/braille_module/braille_module.ino","13416","354","4d11304e10862c46887348e4fb620815d7125ac34f53decb6868ee91a6b76969","Networked single-cell draft; 25/26 alphabet decode mismatches, chord capture and blocking callback issues.","","","","","","","","","","","","","","",""
"CodeBase/modules/braille/firmware/braille_module/brailv1.ino","19659","482","6138121db3eee95842ca5efbe25c3194882d7487f7d78badc4925f604e47428b","Calibrated serial single-cell demo; alphabet/space only; no performance logs.","","","","","","","","","","","","","","",""
"CodeBase/modules/braille/firmware/braille_module/demomodule.ino","22555","933","01e5804c19110bbaa11d10de61e8d8813305d801699b1f16404ef58f9e0a6fb2","HTTP/AP four-cell eight-servo demo; blocking operations, command-preview UI, no physical output telemetry.","","","","","","","","","","","","","","",""
"CodeBase/modules/braille/firmware/braille_module/v2working.ino","19661","482","be26df8726bb406ed9ee6492dfa09b4e6dc955d501e69ee65e138ff496c1d8dd","Equivalent to brailv1 after whitespace removal; not a distinct algorithm version.","","","","","","","","","","","","","","",""
"CodeBase/modules/gaze/README.md","1429","41","bfe2b2704eb00d7bdc3243a7a7c60a109236991ef54af3c19b154883efe7c222","Gaze interaction design; iris landmarks treated as gaze; adaptation/outcomes unverified in checkout.","","","","","","","","","","","","","","",""
"CodeBase/modules/gaze/src/README.md","799","14","4b8e2450b3a5a6abbfb7441ea0173c47fdade4d3b749964cdef3c24baa3ee282","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/modules/glove/README.md","3579","86","11db15e65a481050b357cf370feeb3acbae15c972382d26f60fce06bcaa749a5","Sensor hardware and UART/MQTT plan; S3 pin incompatibility and 100 Hz claim need correction.","","","","","","","","","","","","","","",""
"CodeBase/modules/glove/firmware/glove_module/glove_module.ino","22936","517","baf70dc66d4d94fce1d9e0b7021ca24ab8a9563f80df860724459779596884d1","Sensor/UART firmware; no sign inference; sampling bottleneck; SpO2 placeholder; unvalidated fall threshold.","","","","","","","","","","","","","","",""
"CodeBase/modules/glove/vision/README.md","918","15","d437bcfc5e7702243b7635ef9fde7df2ec6d53b1b2022e5fa34f49342198a83a","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/modules/voice/README.md","1172","28","b2e1b9a0ac41ba0989725abd430276bcf3757a59a594adbea08bd0e4e75201f5","Voice architecture plan; PCM byte/bit-rate confusion.","","","","","","","","","","","","","","",""
"CodeBase/modules/voice/firmware/voice_module/voice_module.ino","7148","185","782fba74d37122d0907e650cb2ce86ad834352b277817832247ae01386a0ffe6","Mic capture and publish attempt; oversized full packet, missing VAD and speaker/playback implementation.","","","","","","","","","","","","","","",""
"CodeBase/requirements.txt","2022","35","862f697597938e91eba18b765cf2c20d27737dc98dcc18e3e99ce3298d58541e","Unpinned minimum-version Python dependency list; not a reproducible per-board environment.","","","","","","","","","","","","","","",""
"CodeBase/scripts/deploy/README.md","345","11","627d2c046ac94d9fef8075d37fbc94cecaade6e1e98f179ffd8687d1dc331b75","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/scripts/setup/README.md","385","11","44a68bc1c4bb096ba425c0486cb105b78096944a11476ceca37506a89cce1521","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/scripts/tools/README.md","547","13","ed4c2a3044c576bf2199e87e106febe780f10b9cef27727d5ee220ecaf3dc669","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/shared/README.md","639","14","e9d05a8f9c263ccccb7d23519f6b03934ae52e59b354f6c9e9baeb168752a93c","Component architecture/directory specification; no executable implementation alongside this README.","","","","","","","","","","","","","","",""
"CodeBase/shared/braille/README.md","565","12","9ecee871fc34e85ce703a52509b88c4da950132374f6500ef8b78757526a806c","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/shared/crypto/README.md","414","11","1103be6442c08d5b7cb325102ffc853c37368ee790882ee08bf77d744d3944b6","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/shared/protocol/README.md","304","10","47a563bc22cfacc710dc81ce955806f50f9f0e14ab564ab86762412dae31f9ca","Component architecture/directory specification; no executable implementation alongside this README.","","","","","","","","","","","","","","",""
"CodeBase/shared/protocol/amp_schema.json","2678","98","87165abc5e7b5a2e130e84113ed3f0a71fe8fdf3e891a539370453216b5d5a34","Parseable message schema; security envelope and delivery/rendering semantics incomplete.","","","","","","","","","","","","","","",""
"CodeBase/tests/README.md","488","25","721ee70dbf82ed9b1f38ad1114e1520dc9fa3265bc8de1556b197507b273af94","Test suite plan and example commands only; no executable test cases present.","","","","","","","","","","","","","","",""
"CodeBase/tests/e2e/README.md","760","16","48e4ac8b9a1875a7cf7b12dd78d6e528e8531669f25a3dcac778824669990aae","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/tests/integration/README.md","485","12","db3dfce57beb0de70fd1ec3290142cfa48e215dd95e00f2c9e2dd16ee317a705","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"CodeBase/tests/unit/README.md","501","13","b6efd0762a780b67a7ab8866864a430260e3f61f2ac69c2ff85539e631faac41","README specification of future files; corresponding implementation absent in this directory.","","","","","","","","","","","","","","",""
"PROJECT_BRAIN.md","20852","403","542812438a64ea90373e78014c40c1272de299bf866aa35d426c77617441d463","Master design/TODO; prototype status stale versus owner confirmation; numerical targets not measurements.","","","","","","","","","","","","","","",""
"README.md","4330","90","d709fe0a333215839c18ece37f948ae30e7c66c7a3007f0e2268cb3be6d1b3c1","Ecosystem overview; mixes intended and implemented capabilities.","","","","","","","","","","","","","","",""
"anti/novelty_analysis.md","17496","235","13f07204a6abb35773f6a7852de37203069919c0af9a1d95bff19cdb4a14da64","Unsupported absolute novelty assertions and mixed journal quartiles; lacks a traceable 40-paper bibliography.","","","","","","","","","","","","","","",""
"paper/README.md","453","14","2e662c1db72a0d2e0dcd9f968f40b922271010b7bf49bca85f153bcc4a9f08d2","Placeholder for manuscript and IoT Journal target; no original manuscript/results present.","","","","","","","","","","","","","","",""
"plan/MASTER_PLAN.md","58711","931","3597360e659c92a02ed11d8385b9b6f6d9ca3fe7ae85f792789f8584f18d2cda","Full architecture, profile matrix, hardware, fusion and publication roadmap; contradictions documented in audit.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
